DateTime,BatteryV,Microphone,TempC,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2/5/2025 2:05,4.08,-13,26.17,-0.0268,-0.0254,1.035,0.35,-2.38,-0.77
2/5/2025 2:05,4.09,-12,26.11,-0.0259,-0.0234,1.0326,0.21,-2.38,-0.84
2/5/2025 2:05,4.08,-6,26.16,-0.0278,-0.0239,1.0326,0.21,-2.45,-0.91
2/5/2025 2:05,4.09,1,26.14,-0.0273,-0.0249,1.0346,0.28,-2.38,-0.77
2/5/2025 2:05,4.1,-17,26.11,-0.0386,-0.0239,1.0331,0.07,-2.38,-0.91
2/5/2025 2:05,4.08,-4,26.1,-0.0283,-0.0254,1.0336,0,-2.1,-0.63
2/5/2025 2:05,4.06,-3,26.16,-0.0249,-0.0259,1.0365,0.35,-2.45,-0.84
2/5/2025 2:05,4.08,-19,26.11,-0.0278,-0.0254,1.035,0.14,-2.38,-0.63
2/5/2025 2:05,4.09,-9,26.14,-0.0303,-0.0288,1.0336,0.42,-2.52,-0.77
2/5/2025 2:05,4.07,-1,26.19,-0.0234,-0.0234,1.0341,-0.07,-2.24,-0.84
2/5/2025 2:05,4.08,28,26.12,-0.0239,-0.0234,1.0355,0.35,-2.45,-0.77
2/5/2025 2:06,4.06,8,26.13,-0.0259,-0.0254,1.0346,-0.07,-2.24,-1.05
2/5/2025 2:06,4.06,-7,26.15,-0.0268,-0.0234,1.036,0.35,-2.45,-0.98
2/5/2025 2:06,4.09,-7,26.16,-0.0283,-0.0239,1.035,0.35,-2.45,-0.77
2/5/2025 2:06,4.05,-6,26.14,-0.0268,-0.0239,1.0346,0.07,-2.45,-0.84
2/5/2025 2:06,4.06,10,26.14,-0.0259,-0.0254,1.0341,0.07,-2.31,-0.84
2/5/2025 2:06,4.08,5,26.17,-0.0268,-0.0254,1.0336,0,-2.31,-0.98
2/5/2025 2:06,4.05,4,26.12,-0.0264,-0.0249,1.035,0.42,-2.38,-0.7
2/5/2025 2:06,4.09,-17,26.16,-0.0259,-0.0259,1.0336,0.56,-2.52,-0.98
2/5/2025 2:06,4.1,-12,26.14,-0.0288,-0.0239,1.0336,0.42,-2.38,-0.7
2/5/2025 2:06,4.08,5,26.16,-0.0268,-0.0244,1.0346,0.21,-2.38,-0.7
2/5/2025 2:06,4.08,-2,26.17,-0.0244,-0.0244,1.0355,0.49,-2.45,-0.63
2/5/2025 2:06,4.05,-15,26.07,-0.0254,-0.0229,1.035,0,-2.31,-0.84
2/5/2025 2:06,4.07,5,26.14,-0.0264,-0.0249,1.0341,0.21,-2.45,-0.84
2/5/2025 2:06,4.08,-4,26.17,-0.0273,-0.0239,1.036,0.28,-2.38,-0.77
2/5/2025 2:06,4.09,-4,26.15,-0.0264,-0.0268,1.035,0.35,-2.31,-0.77
2/5/2025 2:06,4.09,-1,26.16,-0.0244,-0.0244,1.0346,-0.14,-2.24,-0.77
2/5/2025 2:06,4.07,9,26.09,-0.0273,-0.0259,1.0336,0.35,-2.31,-0.77
2/5/2025 2:06,4.1,3,26.16,-0.0278,-0.0244,1.0331,0.14,-2.24,-0.84
